CODGEO,LIBGEO,APL_MEDECINS,Pop_standardisee,CLASSE_ACCESSIBILITE
29068,Guiclan,3.803,2453.964,Élevée
29069,Guilers,5.343,8347.065,Très élevée
29070,Guiler-sur-Goyen,5.205,529.009,Très élevée
29071,Guilligomarc'h,3.03,767.903,Moyenne
29072,Guilvinec,3.815,3134.263,Élevée
29073,Guimaëc,2.941,1016.116,Moyenne
29074,Guimiliau,3.564,958.376,Élevée
29075,Guipavas,5.594,15436.25,Très élevée
29076,Milizac-Guipronvel,3.87,4404.279,Élevée
29077,Guissény,3.655,2124.402,Élevée
29078,Hanvec,4.821,2004.334,Très élevée
29079,Henvic,5.19,1285.778,Très élevée
29080,Hôpital-Camfrout,3.76,2236.504,Élevée
29081,Huelgoat,1.113,1754.112,Très faible
29082,Île-de-Batz,6.798,529.603,Très élevée
29083,Île-de-Sein,27.682,325.122,Très élevée
29084,Île-Molène,3.243,199.579,Élevée
29085,Île-Tudy,1.666,868.368,Très faible
29086,Irvillac,4.297,1343.061,Très élevée
29087,Le Juch,3.933,740.122,Très élevée
29089,Kergloff,3.4,873.861,Élevée
29090,Kerlaz,4.562,830.733,Très élevée
29091,Kerlouan,3.974,2338.725,Très élevée
29093,Kernilis,3.41,1313.029,Élevée
29094,Kernouës,3.701,671.299,Élevée
29095,Kersaint-Plabennec,6.072,1382.605,Très élevée
29097,Lampaul-Guimiliau,4.027,1985.358,Très élevée
29098,Lampaul-Plouarzel,2.756,2280.644,Moyenne
29099,Lampaul-Ploudalmézeau,3.609,784.042,Élevée
29100,Lanarvily,3.97,386.095,Très élevée
29101,Landéda,1.757,3923.348,Très faible
29102,Landeleau,3.371,1020.797,Élevée
29103,Landerneau,4.316,16666.673,Très élevée
29104,Landévennec,0.703,381.311,Très faible
29105,Landivisiau,4.428,9180.959,Très élevée
29106,Landrévarzec,3.981,1775.99,Très élevée
29107,Landudal,2.964,867.749,Moyenne
29108,Landudec,3.786,1488.377,Élevée
29109,Landunvez,2.837,1653.609,Moyenne
29110,Langolen,2.272,796.719,Faible
29111,Lanhouarneau,3.065,1251.878,Moyenne
29112,Lanildut,3.35,1046.379,Élevée
29113,Lanmeur,3.93,2699.707,Très élevée
29114,Lannéanou,2.26,358.548,Faible
29115,Lannédern,1.193,321.159,Très faible
29116,Lanneuffret,4.978,143.987,Très élevée
29117,Lannilis,4.116,5706.925,Très élevée
29119,Lanrivoaré,5.014,1484.077,Très élevée
29120,Lanvéoc,4.891,1960.937,Très élevée
29122,Laz,3.269,713.471,Élevée
29123,Lennon,4.619,765.219,Très élevée
29124,Lesneven,4.074,7676.002,Très élevée
29125,Leuhan,3.663,828.608,Élevée
29126,Loc-Brévalaire,4.004,198.226,Très élevée
29128,Loc-Eguiner,3.376,362.867,Élevée
29130,Locmaria-Plouzané,3.531,5070.9,Élevée
29131,Locmélar,2.835,456.879,Moyenne
29132,Locquénolé,3.355,841.943,Élevée
29133,Locquirec,2.454,1737.618,Faible
29134,Locronan,4.267,830.383,Très élevée
29135,Loctudy,3.414,4863.143,Élevée
29136,Locunolé,2.621,1132.929,Moyenne
29137,Logonna-Daoulas,2.408,2169.13,Faible
29139,Lopérec,2.476,853.349,Faible
29140,Loperhet,4.679,3891.225,Très élevée
29141,Loqueffret,0.949,370.519,Très faible
29142,Lothey,3.306,459.565,Élevée
29143,Mahalon,6.145,989.198,Très élevée
29144,La Martyre,3.414,731.42,Élevée
29145,Confort-Meilars,6.417,858.32,Très élevée
29146,Melgven,5.1,3514.978,Très élevée
29147,Mellac,4.156,3253.905,Très élevée
29148,Mespaul,4.567,896.975,Très élevée
29150,Moëlan-sur-Mer,3.862,7692.875,Élevée
29151,Morlaix,4.476,15291.361,Très élevée
29152,Motreff,3.4,727.306,Élevée
29153,Névez,3.004,3102.942,Moyenne
29155,Ouessant,7.186,1002.286,Très élevée
29156,Pencran,4.533,2002.655,Très élevée
29158,Penmarch,4.108,5903.483,Très élevée
29159,Peumerit,2.404,860.826,Faible
29160,Plabennec,4.205,8422.059,Très élevée
29161,Pleuven,4.89,3365.286,Très élevée
29162,Pleyben,4.225,3685.714,Très élevée
29163,Pleyber-Christ,2.669,3259.555,Moyenne
29165,Plobannalec-Lesconil,4.442,3952.627,Très élevée
29166,Ploéven,4.201,521.572,Très élevée
29167,Plogastel-Saint-Germain,2.053,2024.382,Faible
29168,Plogoff,2.878,1490.596,Moyenne
29169,Plogonnec,2.936,3303.721,Moyenne
29170,Plomelin,3.429,4391.311,Élevée
29171,Plomeur,5.167,4022.263,Très élevée
29172,Plomodiern,3.119,2460.992,Moyenne
29173,Plonéis,3.536,2302.564,Élevée
29174,Plonéour-Lanvern,3.832,6504.453,Élevée
29175,Plonévez-du-Faou,2.546,2396.014,Faible
29176,Plonévez-Porzay,4.942,1862.335,Très élevée
29177,Plouarzel,4.263,3905.761,Très élevée
29178,Ploudalmézeau,4.117,6587.243,Très élevée
29179,Ploudaniel,4.097,3686.269,Très élevée
29180,Ploudiry,3.574,840.251,Élevée
29181,Plouédern,5.411,2964.335,Très élevée
29182,Plouégat-Guérand,3.9,1047.097,Élevée
29183,Plouégat-Moysan,4.428,698.679,Très élevée
29184,Plouénan,4.216,2599.088,Très élevée
29185,Plouescat,2.227,3941.099,Faible
29186,Plouezoc'h,3.347,1765.624,Élevée
29187,Plougar,2.999,774.276,Moyenne
29188,Plougasnou,2.177,3445.292,Faible
29189,Plougastel-Daoulas,4.261,13823.992,Très élevée
29190,Plougonvelin,3.403,4672.431,Élevée
29191,Plougonven,2.201,3604.33,Faible
29192,Plougoulm,4.435,1787.388,Très élevée
29193,Plougourvest,3.564,1458.226,Élevée
29195,Plouguerneau,2.987,7104.852,Moyenne
29196,Plouguin,4.429,2134.192,Très élevée
29197,Plouhinec,5.734,4591.801,Très élevée
29198,Plouider,4.054,1834.483,Très élevée
29199,Plouigneau,4.298,5103.912,Très élevée
29201,Ploumoguer,3.674,2066.434,Élevée
29202,Plounéour-Ménez,0.664,1281.054,Très faible
29204,Plounéventer,4.179,2057.362,Très élevée
29205,Plounévézel,2.898,1153.926,Moyenne
29206,Plounévez-Lochrist,2.357,2351.826,Faible
29207,Plourin-lès-Morlaix,2.899,4759.307,Moyenne
29208,Plourin,5.045,1195.522,Très élevée
29209,Plouvien,3.921,3694.615,Très élevée
29210,Plouvorn,3.45,2926.326,Élevée
29211,Plouyé,1.821,704.101,Très faible
29212,Plouzané,3.736,13241.526,Élevée
29213,Plouzévédé,3.686,1764.617,Élevée
29214,Plovan,3.141,754.342,Moyenne
29215,Plozévet,4.449,3301.978,Très élevée
29216,Pluguffan,3.963,4223.05,Très élevée
29217,Pont-Aven,4.022,3249.88,Très élevée
29218,Pont-Croix,5.498,1888.527,Très élevée
29220,Pont-l'Abbé,5.291,9190.487,Très élevée
29221,Porspoder,2.455,2035.544,Faible
29222,Port-Launay,5.219,406.565,Très élevée
29224,Pouldergat,4.968,1273.967,Très élevée
29225,Pouldreuzic,2.32,2303.619,Faible
29226,Poullan-sur-Mer,4.59,1599.453,Très élevée
29227,Poullaouen,2.121,1613.671,Faible
29228,Primelin,4.404,770.637,Très élevée
29229,Quéménéven,2.173,1129.196,Faible
29230,Querrien,3.127,1726.114,Moyenne
29232,Quimper,4.776,64590.261,Très élevée
29233,Quimperlé,4.975,12671.265,Très élevée
29234,Rédené,3.34,2895.092,Élevée
29235,Le Relecq-Kerhuon,6.421,11889.899,Très élevée
29236,Riec-sur-Bélon,4.162,4710.758,Très élevée
29237,La Roche-Maurice,4.52,1821.438,Très élevée
29238,Roscanvel,4.084,959.012,Très élevée
29239,Roscoff,3.045,3876.892,Moyenne
29240,Rosnoën,2.504,994.639,Faible
29241,Rosporden,3.567,7859.417,Élevée
29243,Saint-Coulitz,3.188,452.862,Moyenne
29244,Saint-Derrien,3.061,766.057,Moyenne
29245,Saint-Divy,5.046,1553.046,Très élevée
29246,Saint-Eloy,3.013,205.07,Moyenne
29247,Saint-Évarzec,5.88,3573.566,Très élevée
29248,Saint-Frégant,3.684,807.784,Élevée
29249,Saint-Goazec,3.493,774.166,Élevée
29250,Saint-Hernin,3.847,781.629,Élevée
29251,Saint-Jean-du-Doigt,2.437,728.465,Faible
29252,Saint-Jean-Trolimon,5.032,983.185,Très élevée
29254,Saint-Martin-des-Champs,5.514,5154.093,Très élevée
29255,Saint-Méen,4.428,841.573,Très élevée
29256,Saint-Nic,2.62,813.088,Moyenne
29257,Saint-Pabu,3.598,2121.812,Élevée
29259,Saint-Pol-de-Léon,4.472,7292.142,Très élevée
29260,Saint-Renan,5.251,8273.388,Très élevée
29261,Saint-Rivoal,0.64,214.989,Très faible
29262,Saint-Sauveur,2.457,763.625,Faible
29263,Saint-Ségal,3.138,1068.413,Moyenne
29264,Saint-Servais,4.024,715.138,Très élevée
29265,Sainte-Sève,5.618,1033.581,Très élevée
29266,Saint-Thégonnec Loc-Eguiner,4.065,3077.313,Très élevée
29267,Saint-Thois,3.141,704.113,Moyenne
29268,Saint-Thonan,5.968,1760.665,Très élevée
29269,Saint-Thurien,2.722,1027.773,Moyenne
29270,Saint-Urbain,5.228,1543.031,Très élevée
29271,Saint-Vougay,2.906,869.681,Moyenne
29272,Saint-Yvi,4.645,3325.578,Très élevée
29273,Santec,3.841,2528.415,Élevée
29274,Scaër,2.553,5597.226,Faible
29275,Scrignac,1.491,825.765,Très faible
29276,Sibiril,4.377,1259.378,Très élevée
29277,Sizun,2.48,2351.868,Faible
29278,Spézet,4.121,1894.219,Très élevée
29279,Taulé,4.774,3019.649,Très élevée
29280,Telgruc-sur-Mer,3.547,2248.987,Élevée
29281,Tourch,3.067,996.95,Moyenne
29282,Trébabu,4.116,363.518,Très élevée
29284,Treffiagat,4.202,2715.75,Très élevée
29285,Tréflaouénan,3.799,511.71,Élevée
29286,Tréflévénez,3.184,235.748,Moyenne
29287,Tréflez,3.772,1014.507,Élevée
29288,Trégarantec,4.013,578.244,Très élevée
29289,Trégarvan,1.002,133.688,Très faible
29290,Tréglonou,4.992,663.01,Très élevée
29291,Trégourez,2.731,973.85,Moyenne
29292,Tréguennec,3.699,337.408,Élevée
29293,Trégunc,4.45,7687.895,Très élevée
29294,Le Tréhou,3.401,605.874,Élevée
29295,Trémaouézan,4.583,462.779,Très élevée
29296,Tréméoc,5.031,1413.065,Très élevée
29297,Tréméven,2.939,2359.083,Moyenne
29298,Tréogat,3.373,577.877,Élevée
29299,Tréouergat,3.847,301.234,Élevée
29300,Le Trévoux,3.641,1575.188,Élevée
29301,Trézilidé,3.707,375.153,Élevée
29302,Pont-de-Buis-lès-Quimerch,4.262,3605.532,Très élevée
2A001,Afa,1.782,3376.914,Très faible
2A004,Ajaccio,3.901,75673.255,Élevée
2A006,Alata,1.263,3583.589,Très faible
2A008,Albitreccia,5.382,1973.955,Très élevée
2A011,Altagène,1.854,58.736,Très faible
2A014,Ambiegna,2.612,90.767,Moyenne
2A017,Appietto,0.446,1820.791,Très faible
2A018,Arbellara,2.119,154.822,Faible
2A019,Arbori,0.0,66.785,Très faible
2A021,Argiusta-Moriccio,1.143,99.615,Très faible
2A022,Arro,0.0,91.2,Très faible
2A024,Aullène,0.0,206.454,Très faible
2A026,Azilone-Ampaza,2.993,201.724,Moyenne
2A027,Azzana,0.0,65.651,Très faible
2A028,Balogna,6.29,163.818,Très élevée
2A031,Bastelica,6.027,590.498,Très élevée
2A032,Bastelicaccia,2.761,4299.914,Moyenne
2A035,Belvédère-Campomoro,1.844,198.591,Très faible
2A038,Bilia,2.83,58.222,Moyenne
2A040,Bocognano,0.0,404.909,Très faible
2A041,Bonifacio,5.325,3286.384,Très élevée
2A048,Calcatoggio,7.837,536.773,Très élevée
2A056,Campo,4.631,116.501,Très élevée
2A060,Cannelle,7.224,81.445,Très élevée
2A061,Carbini,1.846,136.604,Très faible
2A062,Carbuccia,1.91,391.586,Très faible
2A064,Cardo-Torgia,5.382,40.335,Très élevée
2A065,Cargèse,14.185,1353.511,Très élevée
2A066,Cargiaca,0.0,73.122,Très faible
2A070,Casaglione,5.225,508.379,Très élevée
2A071,Casalabriva,3.408,245.935,Élevée
2A085,Cauro,3.269,1573.295,Élevée
2A089,Ciamannacce,3.328,164.465,Élevée
2A090,Coggia,4.953,896.676,Très élevée
2A091,Cognocoli-Monticchi,0.0,212.225,Très faible
2A092,Conca,0.711,1236.477,Très faible
2A094,Corrano,1.109,88.214,Très faible
2A098,Coti-Chiavari,2.389,821.064,Faible
2A099,Cozzano,3.328,301.485,Élevée
2A100,Cristinacce,0.0,85.51,Très faible
2A103,Cuttoli-Corticchiato,1.91,2079.183,Très faible
2A104,Eccica-Suarella,1.631,1345.064,Très faible
2A108,Évisa,0.0,252.461,Très faible
2A114,Figari,1.787,1653.647,Très faible
2A115,Foce,0.985,157.398,Très faible
2A117,Forciolo,1.355,100.031,Très faible
2A118,Fozzano,1.058,225.688,Très faible
2A119,Frasseto,3.492,170.47,Élevée
2A127,Giuncheto,0.985,104.396,Très faible
2A128,Granace,1.973,106.579,Faible
2A129,Grossa,3.752,76.139,Élevée
2A130,Grosseto-Prugna,5.954,3562.056,Très élevée
2A131,Guagno,0.0,197.472,Très faible
2A132,Guargualé,2.777,168.791,Moyenne
2A133,Guitera-les-Bains,1.109,172.892,Très faible
2A139,Lecci,4.78,1848.736,Très élevée
2A141,Letia,4.194,150.803,Très élevée
2A142,Levie,4.961,751.569,Très élevée
2A144,Lopigna,0.0,131.665,Très faible
2A146,Loreto-di-Tallano,0.0,63.34,Très faible
2A154,Marignana,0.0,122.55,Très faible
2A158,Mela,3.87,41.198,Élevée
2A160,Moca-Croce,1.143,289.572,Très faible
2A163,Monacia-d'Aullène,1.465,626.522,Très faible
2A174,Murzo,6.29,108.484,Très élevée
2A181,Ocana,0.581,664.518,Très faible
2A186,Olivese,0.0,249.217,Très faible
2A189,Olmeto,3.323,1397.428,Élevée
2A191,Olmiccia,1.854,121.184,Très faible
2A196,Orto,0.0,73.891,Très faible
2A197,Osani,0.0,112.029,Très faible
2A198,Ota,5.815,528.381,Très élevée
2A200,Palneca,3.328,161.628,Élevée
2A203,Partinello,0.0,117.914,Très faible
2A204,Pastricciola,0.0,107.799,Très faible
2A209,Peri,1.91,2079.408,Très faible
2A211,Petreto-Bicchisano,2.571,647.465,Faible
2A212,Piana,0.0,531.462,Très faible
2A215,Pianottoli-Caldarello,1.517,911.772,Très faible
2A228,Pietrosella,0.796,2058.161,Très faible
2A232,Pila-Canale,0.283,312.667,Très faible
2A240,Poggiolo,0.0,130.987,Très faible
2A247,Porto-Vecchio,6.552,11183.546,Très élevée
2A249,Propriano,4.964,3918.488,Très élevée
2A253,Quasquara,3.492,71.794,Élevée
2A254,Quenza,2.187,223.197,Faible
2A258,Renno,4.194,75.056,Très élevée
2A259,Rezza,0.0,82.962,Très faible
2A262,Rosazia,0.0,57.55,Très faible
2A266,Salice,0.0,116.634,Très faible
2A268,Sampolo,2.219,100.513,Faible
2A269,Sari-Solenzara,9.472,1518.224,Très élevée
2A270,Sari-d'Orcino,4.612,385.421,Très élevée
2A271,Sarrola-Carcopino,3.222,3258.178,Élevée
2A272,Sartène,4.936,3782.932,Très élevée
2A276,Serra-di-Ferro,5.557,709.723,Très élevée
2A278,Serra-di-Scopamène,1.093,108.023,Très faible
2A279,Serriera,3.877,136.033,Élevée
2A282,Soccia,0.0,204.337,Très faible
2A284,Sollacaro,1.778,421.001,Très faible
2A285,Sorbollano,1.093,88.12,Très faible
2A288,Sotta,4.171,1753.474,Très élevée
2A295,Sant'Andréa-d'Orcino,7.224,142.68,Très élevée
2A300,San-Gavino-di-Carbini,6.052,1172.661,Très élevée
2A308,Sainte-Lucie-de-Tallano,1.854,440.418,Très faible
2A310,Santa-Maria-Figaniella,0.0,107.977,Très faible
2A312,Santa-Maria-Siché,5.382,406.669,Très élevée
2A322,Tasso,1.109,98.169,Très faible
2A323,Tavaco,0.0,405.356,Très faible
2A324,Tavera,0.0,446.39,Très faible
2A326,Tolla,2.009,143.447,Faible
2A330,Ucciani,1.273,517.228,Très faible
2A331,Urbalacone,4.415,71.869,Très élevée
2A336,Valle-di-Mezzana,3.222,503.846,Élevée
2A345,Vero,0.0,622.182,Très faible
2A348,Vico,7.242,1086.616,Très élevée
2A349,Viggianello,3.577,889.7,Élevée
2A351,Villanova,0.0,409.609,Très faible
2A357,Zérubia,0.0,45.882,Très faible
2A358,Zévaco,1.355,57.172,Très faible
2A359,Zicavo,3.328,267.364,Élevée
2A360,Zigliara,3.564,152.206,Élevée
2A362,Zonza,5.126,2784.135,Très élevée
2A363,Zoza,0.931,84.261,Très faible
2B002,Aghione,1.494,240.686,Très faible
2B003,Aiti,0.0,34.468,Très faible
2B005,Alando,0.0,25.056,Très faible
2B007,Albertacce,0.0,237.037,Très faible
2B009,Aléria,5.471,2260.872,Très élevée
2B010,Algajola,5.346,383.043,Très élevée
2B012,Altiani,0.0,62.053,Très faible
2B013,Alzi,0.0,26.382,Très faible
2B015,Ampriani,0.0,26.994,Très faible
2B016,Antisanti,0.0,636.226,Très faible
2B020,Aregno,2.5,653.57,Faible
2B023,Asco,0.0,134.944,Très faible
2B025,Avapessa,2.5,96.233,Faible
2B029,Barbaggio,4.527,319.918,Très élevée
2B030,Barrettali,0.0,189.278,Très faible
2B033,Bastia,4.021,49249.872,Très élevée
2B034,Belgodère,1.447,707.23,Très faible
2B036,Bigorno,2.868,119.795,Moyenne
2B037,Biguglia,2.023,7403.484,Faible
2B039,Bisinchi,2.797,233.943,Moyenne
2B042,Borgo,3.376,9366.706,Élevée
2B043,Brando,2.207,1734.192,Faible
2B045,Bustanico,0.0,80.238,Très faible
2B046,Cagnano,5.833,178.682,Très élevée
2B047,Calacuccia,0.0,320.726,Très faible
2B049,Calenzana,2.941,2586.517,Moyenne
2B050,Calvi,4.712,5636.383,Très élevée
2B051,Cambia,0.0,84.022,Très faible
2B052,Campana,2.797,28.889,Moyenne
2B053,Campi,0.0,22.982,Très faible
2B054,Campile,0.0,223.584,Très faible
2B055,Campitello,4.302,144.46,Très élevée
2B057,Canale-di-Verde,0.0,346.559,Très faible
2B058,Canari,0.0,361.05,Très faible
2B059,Canavaggia,0.0,129.017,Très faible
2B063,Carcheto-Brustico,0.0,50.477,Très faible
2B067,Carpineto,0.0,43.842,Très faible
2B068,Carticasi,0.0,34.916,Très faible
2B069,Casabianca,0.0,134.089,Très faible
2B072,Casalta,1.888,66.263,Très faible
2B073,Casamaccioli,0.0,131.613,Très faible
2B074,Casanova,4.023,394.291,Très élevée
2B075,Casevecchie,0.0,87.151,Très faible
2B077,Castellare-di-Casinca,7.238,718.228,Très élevée
2B078,Castellare-di-Mercurio,1.584,27.409,Très faible
2B079,Castello-di-Rostino,5.594,511.713,Très élevée
2B080,Castifao,0.0,151.322,Très faible
2B081,Castiglione,0.0,51.856,Très faible
2B082,Castineta,8.391,52.07,Très élevée
2B083,Castirla,3.169,166.158,Moyenne
2B084,Cateri,2.5,252.778,Faible
2B086,Centuri,8.604,207.407,Très élevée
2B087,Cervione,3.9,2352.276,Élevée
2B088,Chiatra,1.399,254.225,Très faible
2B093,Corbara,5.393,1028.065,Très élevée
2B095,Corscia,0.0,157.809,Très faible
2B096,Corte,5.038,7091.996,Très élevée
2B097,Costa,0.0,53.206,Très faible
2B101,Croce,2.797,92.209,Moyenne
2B102,Crocicchia,0.0,93.378,Très faible
2B105,Erbajolo,0.0,121.383,Très faible
2B106,Érone,0.0,11.495,Très faible
2B107,Ersa,10.298,168.861,Très élevée
2B109,Farinole,2.697,262.743,Moyenne
2B110,Favalello,0.0,70.726,Très faible
2B111,Felce,0.0,67.725,Très faible
2B112,Feliceto,1.798,241.263,Très faible
2B113,Ficaja,0.0,71.938,Très faible
2B116,Focicchia,0.0,29.957,Très faible
2B120,Furiani,2.957,6106.243,Moyenne
2B121,Galéria,0.0,421.063,Très faible
2B122,Gavignano,5.594,69.444,Très élevée
2B123,Ghisonaccia,4.46,4299.708,Très élevée
2B124,Ghisoni,0.0,272.434,Très faible
2B125,Giocatojo,0.0,66.183,Très faible
2B126,Giuncaggio,0.0,78.151,Très faible
2B134,L'Île-Rousse,4.691,3393.42,Très élevée
2B135,Isolaccio-di-Fiumorbo,6.476,406.889,Très élevée
2B136,Lama,0.0,176.355,Très faible
2B137,Lano,0.0,28.862,Très faible
2B138,Lavatoggio,3.899,165.236,Élevée
2B140,Lento,2.868,125.348,Moyenne
2B143,Linguizzetta,0.0,1171.637,Très faible
2B145,Loreto-di-Casinca,4.442,226.992,Très élevée
2B147,Lozzi,0.0,135.064,Très faible
2B148,Lucciana,4.461,5799.376,Très élevée
2B149,Lugo-di-Nazza,0.0,95.203,Très faible
2B150,Lumio,5.461,1362.238,Très élevée
2B152,Luri,5.156,951.133,Très élevée
2B153,Manso,0.0,134.458,Très faible
2B155,Matra,0.0,64.448,Très faible
2B156,Mausoléo,0.0,29.128,Très faible
2B157,Mazzola,0.0,34.934,Très faible
2B159,Meria,5.107,101.915,Très élevée
2B161,Moïta,0.0,80.57,Très faible
2B162,Moltifao,0.0,773.62,Très faible
2B164,Monacia-d'Orezza,0.0,25.124,Très faible
2B165,Moncale,2.941,350.713,Moyenne
2B166,Monte,0.0,625.937,Très faible
2B167,Montegrosso,1.378,473.936,Très faible
2B168,Monticello,4.691,2155.537,Très élevée
2B169,Morosaglia,8.391,1012.85,Très élevée
2B170,Morsiglia,6.91,119.412,Très élevée
2B171,Muracciole,0.285,37.917,Très faible
2B172,Murato,1.286,634.106,Très faible
2B173,Muro,2.149,284.951,Faible
2B175,Nessa,0.351,143.52,Très faible
2B176,Nocario,2.797,92.021,Moyenne
2B177,Noceta,0.285,75.184,Très faible
2B178,Nonza,0.867,76.86,Très faible
2B179,Novale,0.0,69.169,Très faible
2B180,Novella,0.0,101.411,Très faible
2B182,Occhiatana,0.0,284.167,Très faible
2B183,Ogliastro,0.0,107.839,Très faible
2B184,Olcani,0.0,116.07,Très faible
2B185,Oletta,5.684,1954.127,Très élevée
2B187,Olmeta-di-Capocorso,0.0,160.799,Très faible
2B188,Olmeta-di-Tuda,4.721,528.85,Très élevée
2B190,Olmi-Cappella,0.0,216.393,Très faible
2B192,Olmo,1.888,149.364,Très faible
2B193,Omessa,1.584,624.857,Très faible
2B194,Ortale,0.0,29.908,Très faible
2B195,Ortiporio,0.0,131.485,Très faible
2B199,Palasca,0.0,193.627,Très faible
2B201,Pancheraccia,0.0,224.36,Très faible
2B202,Parata,0.0,32.566,Très faible
2B205,Patrimonio,6.133,934.791,Très élevée
2B206,Penta-Acquatella,0.0,47.359,Très faible
2B207,Penta-di-Casinca,6.996,3485.509,Très élevée
2B208,Perelli,0.0,126.076,Très faible
2B210,Pero-Casevecchie,0.0,131.687,Très faible
2B213,Pianello,0.0,70.174,Très faible
2B214,Piano,3.777,25.506,Élevée
2B216,Piazzali,0.0,20.4,Très faible
2B217,Piazzole,0.0,47.572,Très faible
2B218,Piedicorte-di-Gaggio,0.0,124.495,Très faible
2B219,Piedicroce,0.0,87.12,Très faible
2B220,Piedigriggio,0.0,161.705,Très faible
2B221,Piedipartino,0.0,18.578,Très faible
2B222,Pie-d'Orezza,0.0,46.544,Très faible
2B223,Pietralba,0.0,563.865,Très faible
2B224,Pietracorbara,2.09,719.988,Faible
2B225,Pietra-di-Verde,0.329,119.903,Très faible
2B226,Pietraserena,0.0,71.535,Très faible
2B227,Pietricaggio,0.0,44.127,Très faible
2B229,Pietroso,0.0,390.656,Très faible
2B230,Piève,0.643,139.037,Très faible
2B231,Pigna,3.947,125.003,Très élevée
2B233,Pino,0.0,199.346,Très faible
2B234,Piobetta,0.0,19.68,Très faible
2B235,Pioggiola,0.0,95.477,Très faible
2B236,Poggio-di-Nazza,0.0,220.476,Très faible
2B238,Poggio-di-Venaco,4.023,220.087,Très élevée
2B239,Poggio-d'Oletta,3.854,237.805,Élevée
2B241,Poggio-Marinaccio,0.0,37.103,Très faible
2B242,Poggio-Mezzana,1.381,795.8,Très faible
2B243,Polveroso,2.797,45.327,Moyenne
2B244,Popolasca,0.0,49.481,Très faible
2B245,Porri,6.331,47.893,Très élevée
2B246,La Porta,2.797,232.493,Moyenne
2B248,Prato-di-Giovellina,0.0,63.38,Très faible
2B250,Prunelli-di-Casacconi,2.342,155.253,Faible
2B251,Prunelli-di-Fiumorbo,6.476,3842.366,Très élevée
2B252,Pruno,0.0,189.004,Très faible
2B255,Quercitello,5.594,44.143,Très élevée
2B256,Rapaggio,0.0,32.06,Très faible
2B257,Rapale,0.643,178.078,Très faible
2B260,Riventosa,4.023,156.488,Très élevée
2B261,Rogliano,7.386,609.173,Très élevée
2B263,Rospigliani,0.0,84.084,Très faible
2B264,Rusio,0.0,71.508,Très faible
2B265,Rutali,1.286,494.303,Très faible
2B267,Saliceto,2.797,58.017,Moyenne
2B273,Scata,0.0,47.052,Très faible
2B274,Scolca,4.302,102.569,Très élevée
2B275,Sermano,0.0,83.539,Très faible
2B277,Serra-di-Fiumorbo,0.0,356.137,Très faible
2B280,Silvareccio,4.442,123.704,Très élevée
2B281,Sisco,0.793,1241.792,Très faible
2B283,Solaro,7.382,812.772,Très élevée
2B286,Sorbo-Ocagnano,7.661,917.576,Très élevée
2B287,Sorio,0.0,177.704,Très faible
2B289,Soveria,3.169,117.585,Moyenne
2B290,Speloncato,0.0,302.762,Très faible
2B291,Stazzona,0.0,42.587,Très faible
2B292,Sant'Andréa-di-Bozio,0.0,93.172,Très faible
2B293,Sant'Andréa-di-Cotone,3.209,226.117,Élevée
2B296,Sant'Antonino,2.5,143.403,Faible
2B297,San-Damiano,0.0,54.766,Très faible
2B298,Saint-Florent,7.418,1868.294,Très élevée
2B299,San-Gavino-d'Ampugnani,0.0,114.922,Très faible
2B301,San-Gavino-di-Tenda,0.643,60.44,Très faible
2B302,San-Giovanni-di-Moriani,2.299,101.282,Faible
2B303,San-Giuliano,3.9,818.445,Élevée
2B304,San-Lorenzo,0.0,149.658,Très faible
2B305,San-Martino-di-Lota,3.581,3159.431,Élevée
2B306,Santa-Lucia-di-Mercurio,0.0,127.69,Très faible
2B307,Santa-Lucia-di-Moriani,3.68,1576.436,Élevée
2B309,Santa-Maria-di-Lota,1.821,2100.059,Très faible
2B311,Santa-Maria-Poggio,4.59,803.504,Très élevée
2B313,San-Nicolao,3.68,2209.773,Élevée
2B314,Santo-Pietro-di-Tenda,0.643,391.584,Très faible
2B315,Santo-Pietro-di-Venaco,4.023,292.892,Très élevée
2B316,Santa-Reparata-di-Balagna,5.042,1064.747,Très élevée
2B317,Santa-Reparata-di-Moriani,0.0,65.358,Très faible
2B318,Taglio-Isolaccio,0.0,638.783,Très faible
2B319,Talasani,1.381,847.985,Très faible
2B320,Tallone,0.0,306.682,Très faible
2B321,Tarrano,0.0,19.286,Très faible
2B327,Tomino,5.083,217.935,Très élevée
2B328,Tox,0.0,118.79,Très faible
2B329,Tralonca,1.584,116.012,Très faible
2B332,Urtaca,0.0,266.905,Très faible
2B333,Vallecalle,2.891,164.284,Moyenne
2B334,Valle-d'Alesani,0.0,141.178,Très faible
2B335,Valle-di-Campoloro,4.59,369.876,Très élevée
2B337,Valle-di-Rostino,5.594,174.618,Très élevée
2B338,Valle-d'Orezza,0.0,33.086,Très faible
2B339,Vallica,0.0,35.224,Très faible
2B340,Velone-Orneto,0.0,120.704,Très faible
2B341,Venaco,2.439,743.217,Faible
2B342,Ventiseri,1.439,2502.105,Très faible
2B343,Venzolasca,6.015,1814.526,Très élevée
2B344,Verdèse,0.0,52.898,Très faible
2B346,Vescovato,6.919,3210.17,Très élevée
2B347,Vezzani,0.0,314.754,Très faible
2B350,Vignale,4.433,235.475,Très élevée
2B352,Ville-di-Paraso,0.0,231.121,Très faible
