CODGEO,LIBGEO,APL_MEDECINS,Pop_standardisee,CLASSE_ACCESSIBILITE
88437,Saint-Vallier,2.861,93.886,Moyenne
88438,La Salle,2.734,398.271,Moyenne
88439,Sanchey,3.771,935.41,Élevée
88440,Sandaucourt,3.752,179.366,Élevée
88441,Sans-Vallois,1.986,118.052,Faible
88442,Sapois,3.001,642.525,Moyenne
88443,Sartes,1.339,103.234,Très faible
88444,Le Saulcy,2.752,329.754,Moyenne
88445,Saulcy-sur-Meurthe,3.934,2310.976,Très élevée
88446,Saulxures-lès-Bulgnéville,3.507,236.076,Élevée
88447,Saulxures-sur-Moselotte,2.888,2779.611,Moyenne
88448,Sauville,2.58,186.651,Faible
88449,Savigny,4.038,194.703,Très élevée
88450,Senaide,3.291,203.194,Élevée
88451,Senones,2.692,2611.382,Moyenne
88452,Senonges,1.519,142.949,Très faible
88453,Seraumont,1.262,35.283,Très faible
88454,Sercœur,2.959,227.941,Moyenne
88455,Serécourt,5.5,111.259,Très élevée
88456,Serocourt,3.569,89.771,Élevée
88457,Sionne,3.271,141.752,Élevée
88458,Socourt,3.984,283.91,Très élevée
88459,Soncourt,3.791,47.249,Élevée
88460,Soulosse-sous-Saint-Élophe,2.51,647.871,Faible
88461,Suriauville,5.164,209.955,Très élevée
88462,Le Syndicat,3.757,1923.41,Élevée
88463,Taintrux,3.785,1526.435,Élevée
88464,Tendon,2.712,492.803,Moyenne
88465,Thaon-les-Vosges,4.746,8727.124,Très élevée
88466,They-sous-Montfort,2.684,140.035,Moyenne
88467,Thiéfosse,2.453,581.124,Faible
88468,Le Thillot,2.725,3627.841,Moyenne
88469,Thiraucourt,2.31,97.547,Faible
88470,Le Tholy,3.805,1580.575,Élevée
88471,Les Thons,3.737,113.991,Élevée
88472,Thuillières,2.447,121.678,Faible
88473,Tignécourt,4.842,112.397,Très élevée
88474,Tilleux,3.333,65.737,Élevée
88475,Tollaincourt,4.287,128.425,Très élevée
88476,Totainville,3.56,115.249,Élevée
88477,Trampot,0.9,115.367,Très faible
88478,Tranqueville-Graux,2.083,94.115,Faible
88479,Trémonzey,2.859,246.649,Moyenne
88480,Ubexy,2.642,160.938,Moyenne
88481,Uriménil,2.46,1369.036,Faible
88482,Urville,1.229,57.131,Très faible
88483,Uxegney,4.784,2263.03,Très élevée
88484,Uzemain,1.74,1061.262,Très faible
88485,La Vacheresse-et-la-Rouillie,1.967,127.415,Faible
88486,Vagney,3.53,4140.486,Élevée
88487,Le Val-d'Ajol,2.483,4190.076,Faible
88488,Valfroicourt,2.509,238.364,Faible
88489,Valleroy-aux-Saules,3.352,252.68,Élevée
88490,Valleroy-le-Sec,3.687,182.482,Élevée
88491,Les Vallois,1.781,113.96,Très faible
88492,Le Valtin,1.768,83.13,Très faible
88493,Varmonzey,2.281,24.908,Faible
88494,Vaubexy,2.413,118.62,Faible
88495,Vaudéville,3.339,194.129,Élevée
88496,Vaudoncourt,4.308,156.452,Très élevée
88497,Vaxoncourt,2.026,470.424,Faible
88498,Vecoux,4.464,901.475,Très élevée
88499,Velotte-et-Tatignécourt,3.692,157.962,Élevée
88500,Ventron,2.128,880.516,Faible
88501,Le Vermont,1.555,72.188,Très faible
88502,Vervezelle,2.965,133.888,Moyenne
88503,Vexaincourt,1.184,160.727,Très faible
88504,Vicherey,3.791,179.861,Élevée
88505,Vienville,3.588,121.751,Élevée
88506,Vieux-Moulin,2.316,327.621,Faible
88507,Villers,3.481,206.716,Élevée
88508,Ville-sur-Illon,1.862,591.69,Très faible
88509,Villoncourt,3.1,102.768,Moyenne
88510,Villotte,2.733,147.887,Moyenne
88511,Villouxel,2.496,106.786,Faible
88512,Viménil,1.679,223.588,Très faible
88513,Vincey,2.691,2122.417,Moyenne
88514,Viocourt,4.119,166.784,Très élevée
88515,Vioménil,1.55,160.262,Très faible
88516,Vittel,3.973,5345.143,Très élevée
88517,Viviers-le-Gras,4.257,199.131,Très élevée
88518,Viviers-lès-Offroicourt,1.658,31.686,Très faible
88519,La Voivre,6.157,687.566,Très élevée
88520,Les Voivres,2.2,297.443,Faible
88521,Vomécourt,3.324,263.669,Élevée
88522,Vomécourt-sur-Madon,4.667,67.28,Très élevée
88523,Vouxey,4.187,160.271,Très élevée
88524,Vrécourt,2.836,340.836,Moyenne
88525,Vroville,3.794,128.361,Élevée
88526,Wisembach,3.335,440.097,Élevée
88527,Xaffévillers,3.573,142.749,Élevée
88528,Xamontarupt,2.681,155.694,Moyenne
88529,Xaronval,4.038,106.552,Très élevée
88530,Xertigny,1.75,2717.924,Très faible
88531,Xonrupt-Longemer,3.974,1579.349,Très élevée
88532,Zincourt,1.148,85.202,Très faible
89002,Aigremont,1.546,70.848,Très faible
89003,Montholon,1.947,2983.603,Faible
89004,Aisy-sur-Armançon,3.815,260.195,Élevée
89005,Ancy-le-Franc,4.551,1024.552,Très élevée
89006,Ancy-le-Libre,4.779,166.523,Très élevée
89007,Andryes,2.942,466.479,Moyenne
89008,Angely,3.107,156.451,Moyenne
89009,Annay-la-Côte,3.511,369.072,Élevée
89010,Annay-sur-Serein,2.163,230.024,Faible
89011,Annéot,4.223,115.864,Très élevée
89012,Annoux,1.621,98.322,Très faible
89013,Appoigny,3.477,3339.309,Élevée
89014,Arces-Dilo,1.471,709.854,Très faible
89015,Arcy-sur-Cure,1.196,518.229,Très faible
89016,Argentenay,5.102,81.035,Très élevée
89017,Argenteuil-sur-Armançon,4.834,246.302,Très élevée
89018,Armeau,2.086,787.476,Faible
89019,Arthonnay,0.875,171.949,Très faible
89020,Asnières-sous-Bois,2.894,134.537,Moyenne
89021,Asquins,2.602,317.105,Moyenne
89022,Athie,3.419,136.439,Élevée
89023,Augy,2.574,993.314,Faible
89024,Auxerre,3.364,35584.101,Élevée
89025,Avallon,3.759,6818.743,Élevée
89027,Bagneaux,1.615,210.109,Très faible
89028,Baon,3.692,57.543,Élevée
89029,Bassou,3.756,848.952,Élevée
89030,Bazarnes,1.325,418.641,Très faible
89031,Beaumont,1.972,603.864,Faible
89032,Beauvilliers,1.25,71.207,Très faible
89033,Beauvoir,2.117,378.268,Faible
89034,Beine,2.242,438.359,Faible
89035,Bellechaume,2.148,437.147,Faible
89036,La Belliole,1.08,246.202,Très faible
89037,Béon,3.133,537.394,Moyenne
89038,Bernouil,2.644,113.864,Moyenne
89039,Béru,3.689,74.207,Élevée
89040,Bessy-sur-Cure,1.041,205.924,Très faible
89041,Beugnon,4.089,312.445,Très élevée
89042,Bierry-les-Belles-Fontaines,2.101,178.278,Faible
89043,Blacy,1.896,104.087,Très faible
89044,Blannay,3.816,116.005,Élevée
89045,Bleigny-le-Carreau,2.678,301.46,Moyenne
89046,Bléneau,1.729,1351.532,Très faible
89048,Bœurs-en-Othe,0.811,356.53,Très faible
89049,Bois-d'Arcy,1.162,24.336,Très faible
89050,Bonnard,2.37,898.417,Faible
89051,Les Bordes,0.551,529.041,Très faible
89053,Branches,1.931,430.391,Faible
89054,Brannay,1.149,772.296,Très faible
89055,Brienon-sur-Armançon,2.627,3264.88,Moyenne
89056,Brion,2.037,622.645,Faible
89057,Brosses,2.161,318.191,Faible
89058,Bussières,1.653,124.475,Très faible
89059,Bussy-en-Othe,1.675,765.972,Très faible
89060,Bussy-le-Repos,1.267,442.805,Très faible
89061,Butteaux,3.061,247.156,Moyenne
89062,Carisey,4.113,414.342,Très élevée
89063,La Celle-Saint-Cyr,1.98,816.715,Faible
89064,Censy,0.848,54.964,Très faible
89065,Cérilly,1.446,53.268,Très faible
89066,Cerisiers,0.681,978.157,Très faible
89067,Cézy,2.365,1152.079,Faible
89068,Chablis,2.107,2217.367,Faible
89069,Chailley,2.02,527.672,Faible
89071,Chamoux,2.808,111.884,Moyenne
89072,Champcevrais,1.939,405.009,Faible
89073,Champignelles,2.16,1009.594,Faible
89074,Champigny,0.728,2068.517,Très faible
89075,Champlay,2.588,735,Faible
89076,Champlost,2.654,789.716,Moyenne
89077,Champs-sur-Yonne,2.012,1700.061,Faible
89079,Chamvres,3.195,678.362,Élevée
89080,La Chapelle-sur-Oreuse,2.171,664.998,Faible
89081,La Chapelle-Vaupelteigne,2.107,95.251,Faible
89083,Charbuy,2.434,1878.952,Faible
89084,Charentenay,1.409,276.679,Très faible
89085,Charmoy,2.933,1123.025,Moyenne
89086,Charny Orée de Puisaye,1.91,5367.623,Très faible
89087,Chassignelles,4.228,311.696,Très élevée
89088,Chassy,1.712,473.506,Très faible
89089,Chastellux-sur-Cure,0.802,146.453,Très faible
89091,Châtel-Censoir,1.721,683.983,Très faible
89092,Châtel-Gérard,1.309,227.327,Très faible
89093,Chaumont,0.95,626.143,Très faible
89094,Chaumot,1.109,664.953,Très faible
89095,Chemilly-sur-Serein,3.187,139.012,Moyenne
89096,Chemilly-sur-Yonne,2.71,895.677,Moyenne
89098,Cheney,3.527,231.793,Élevée
89099,Cheny,2.162,2306.831,Faible
89100,Chéroy,1.115,1808.407,Très faible
89101,Chéu,3.693,523.33,Élevée
89102,Chevannes,2.273,2206.863,Faible
89104,Chichée,3.129,297.078,Moyenne
89105,Chichery,3.431,455.933,Élevée
89108,Chitry,1.173,348.444,Très faible
89111,Les Clérimois,2.463,297.556,Faible
89112,Collan,4.106,167.201,Très élevée
89113,Collemiers,3.057,642.234,Moyenne
89115,Compigny,1.336,174.548,Très faible
89116,Cornant,2.052,374.199,Faible
89117,Coulangeron,1.215,198.665,Très faible
89118,Coulanges-la-Vineuse,1.392,880.873,Très faible
89119,Coulanges-sur-Yonne,3.138,610.417,Moyenne
89120,Coulours,1.245,153.664,Très faible
89122,Courgenay,1.343,582.108,Très faible
89123,Courgis,1.94,250.131,Faible
89124,Courlon-sur-Yonne,0.909,1209.098,Très faible
89125,Courson-les-Carrières,1.718,932.855,Très faible
89126,Courtoin,1.193,36.574,Très faible
89127,Courtois-sur-Yonne,3.008,781.536,Moyenne
89128,Coutarnoux,2.894,132.891,Moyenne
89129,Crain,3.138,445.85,Moyenne
89130,Deux Rivières,1.407,1293.473,Très faible
89131,Cruzy-le-Châtel,2.964,252.167,Moyenne
89132,Cry,2.612,174.204,Moyenne
89133,Cudot,1.17,387.733,Très faible
89134,Cussy-les-Forges,5.192,332.045,Très élevée
89136,Cuy,2.994,825.351,Moyenne
89137,Dannemoine,4.651,474.549,Très élevée
89139,Diges,1.953,1097.903,Faible
89141,Dissangis,1.931,121.004,Faible
89142,Dixmont,0.764,915.145,Très faible
89143,Dollot,1.256,320.334,Très faible
89144,Domats,1.276,820.223,Très faible
89145,Domecy-sur-Cure,2.697,425.637,Moyenne
89146,Domecy-sur-le-Vault,3.66,85.627,Élevée
89147,Dracy,1.377,262.991,Très faible
89148,Druyes-les-Belles-Fontaines,2.254,294.244,Faible
89149,Dyé,2.869,198.814,Moyenne
89150,Égleny,1.868,480.1,Très faible
89151,Égriselles-le-Bocage,1.295,1393.006,Très faible
89152,Épineau-les-Voves,2.84,704.67,Moyenne
89153,Épineuil,4.782,575.369,Très élevée
89154,Escamps,2.774,817.014,Moyenne
89155,Escolives-Sainte-Camille,2.044,699.571,Faible
89156,Esnon,2.118,375.372,Faible
89158,Étais-la-Sauvin,1.71,725.631,Très faible
89159,Étaule,3.667,397.705,Élevée
89160,Étigny,2.756,792.934,Moyenne
89161,Étivey,1.692,205.36,Très faible
89162,Évry,3.033,383.9,Moyenne
89163,La Ferté-Loupière,1.163,584.199,Très faible
89164,Festigny,2.601,103.093,Moyenne
89165,Flacy,2.042,132.382,Faible
89167,Fleury-la-Vallée,1.605,1054.531,Très faible
89168,Fleys,4.444,163.089,Très élevée
89169,Flogny-la-Chapelle,3.523,994.254,Élevée
89170,Foissy-lès-Vézelay,2.602,130.18,Moyenne
89171,Foissy-sur-Vanne,1.645,283.098,Très faible
89172,Fontaine-la-Gaillarde,3.293,517.04,Élevée
89173,Fontaines,3.566,478.92,Élevée
89175,Fontenay-près-Chablis,2.298,142.037,Faible
89176,Fontenay-près-Vézelay,2.943,148.376,Moyenne
89177,Fontenay-sous-Fouronnes,1.407,76.811,Très faible
89179,Fontenoy,3.387,331.242,Élevée
89180,Fouchères,1.983,483.651,Faible
89181,Fournaudin,0.823,141,Très faible
89182,Fouronnes,1.112,173.17,Très faible
89183,Fresnes,1.881,76.667,Très faible
89184,Fulvy,4.228,139.891,Très élevée
89186,Germigny,3.79,544.66,Élevée
89187,Gigny,4.138,97.113,Très élevée
89188,Girolles,2.948,184.22,Moyenne
89189,Gisy-les-Nobles,2.223,576.883,Faible
89190,Givry,3.816,189.727,Élevée
89191,Gland,4.374,59.165,Très élevée
89194,Grimault,1.627,126.103,Très faible
89195,Gron,2.776,1200.95,Moyenne
89196,Valravillon,2.056,1694.352,Faible
89197,Guillon-Terre-Plaine,4.127,814.924,Très élevée
89198,Gurgy,2.178,1689.405,Faible
89199,Gy-l'Évêque,1.957,448.38,Faible
89200,Hauterive,1.869,392.242,Très faible
89201,Héry,1.675,1791.645,Très faible
89202,Irancy,0.999,269.249,Très faible
89203,Island,3.66,198.044,Élevée
89204,L'Isle-sur-Serein,3.142,744.331,Moyenne
89205,Jaulges,3.354,440.194,Élevée
89206,Joigny,2.582,9488.392,Faible
89207,Jouancy,0.848,28.511,Très faible
89208,Joux-la-Ville,2.318,1104.74,Faible
89209,Jouy,1.188,478.082,Très faible
89210,Jully,3.728,140.491,Élevée
89211,Junay,4.651,76.794,Très élevée
89212,Jussy,2.209,383.687,Faible
89214,Lailly,1.498,200.686,Très faible
89215,Lain,2.598,194.863,Faible
89216,Lainsecq,2.658,358.585,Moyenne
89217,Lalande,2.334,129.475,Faible
89218,Laroche-Saint-Cydroine,2.073,1287.185,Faible
89219,Lasson,3.713,154.453,Élevée
89220,Lavau,1.916,514.325,Très faible
89221,Leugny,1.907,332.556,Très faible
89222,Levis,3.0,239.742,Moyenne
89223,Lézinnes,4.779,748.121,Très élevée
89224,Lichères-près-Aigremont,2.371,163.176,Faible
89225,Lichères-sur-Yonne,3.076,42.351,Moyenne
89226,Lignorelles,2.064,186.281,Faible
89227,Ligny-le-Châtel,2.74,1295.829,Moyenne
89228,Lindry,2.719,1322.619,Moyenne
89229,Lixy,1.244,461.393,Très faible
89230,Looze,1.562,422.528,Très faible
89232,Lucy-le-Bois,2.859,311.633,Moyenne
89233,Lucy-sur-Cure,1.196,214.968,Très faible
89234,Lucy-sur-Yonne,2.942,125.776,Moyenne
89235,Magny,4.843,889.286,Très élevée
89236,Maillot,3.657,1269.058,Élevée
89237,Mailly-la-Ville,1.213,535.505,Très faible
89238,Mailly-le-Château,1.541,658.06,Très faible
89239,Malay-le-Grand,1.769,1681.985,Très faible
89240,Malay-le-Petit,2.25,330.031,Faible
89242,Maligny,2.585,770.808,Faible
89244,Marmeaux,1.677,84.911,Très faible
89245,Marsangy,1.778,846.276,Très faible
89246,Massangis,1.811,385.234,Très faible
89247,Mélisey,1.96,260.014,Faible
89248,Menades,4.528,40.152,Très élevée
89249,Mercy,2.334,74.036,Faible
89250,Méré,2.309,179.297,Faible
89251,Merry-la-Vallée,1.561,390.153,Très faible
89252,Merry-Sec,1.785,185.21,Très faible
89253,Merry-sur-Yonne,1.05,220.649,Très faible
89254,Mézilles,4.422,567.964,Très élevée
89255,Michery,2.133,1103.034,Faible
89256,Migé,1.193,406.675,Très faible
89257,Migennes,1.831,7150.799,Très faible
89259,Môlay,2.319,103.921,Faible
89261,Molinons,1.343,273.977,Très faible
89262,Molosmes,3.598,170.164,Élevée
89263,Monéteau,3.06,4395.669,Moyenne
89264,Montacher-Villegardin,1.066,715.832,Très faible
89265,Montigny-la-Resle,2.393,561.062,Faible
89266,Montillot,1.735,280.372,Très faible
89267,Montréal,3.355,188.876,Élevée
89268,Mont-Saint-Sulpice,2.294,771.614,Faible
89270,Mouffy,1.015,127.86,Très faible
89271,Moulins-en-Tonnerrois,2.258,114.277,Faible
89272,Moulins-sur-Ouanne,1.901,283.426,Très faible
89273,Moutiers-en-Puisaye,4.163,301.676,Très élevée
89274,Nailly,2.789,1343.35,Moyenne
89276,Neuvy-Sautour,3.436,932.452,Élevée
89277,Nitry,1.394,357.038,Très faible
89278,Noé,2.187,531.074,Faible
89279,Noyers,1.315,694.59,Très faible
89280,Nuits,2.819,393.643,Moyenne
89281,Les Ormes,1.415,319.025,Très faible
89282,Ormoy,2.539,688.481,Faible
89283,Ouanne,1.55,637.655,Très faible
89284,Pacy-sur-Armançon,6.471,204.842,Très élevée
89285,Pailly,1.454,288.322,Très faible
89286,Parly,2.122,826.125,Faible
89287,Paron,3.787,4760.609,Élevée
89288,Paroy-en-Othe,1.642,178.776,Très faible
89289,Paroy-sur-Tholon,3.008,297.524,Moyenne
89290,Pasilly,2.569,53.489,Faible
89291,Passy,1.597,333.983,Très faible
89292,Percey,2.896,255.272,Moyenne
89295,Perrigny,3.343,1390.112,Élevée
89296,Perrigny-sur-Armançon,2.612,138.123,Moyenne
89297,Pierre-Perthuis,3.565,113.152,Élevée
89298,Piffonds,1.636,595.85,Très faible
89299,Pimelles,4.696,58.686,Très élevée
89300,Pisy,1.613,91.347,Très faible
89302,Plessis-Saint-Jean,1.5,223.707,Très faible
89303,Poilly-sur-Serein,2.657,256.794,Moyenne
89304,Poilly-sur-Tholon,1.452,653.708,Très faible
89306,Pontaubert,4.623,391.712,Très élevée
89307,Pontigny,2.452,765.683,Faible
89308,Pont-sur-Vanne,1.335,205.274,Très faible
89309,Pont-sur-Yonne,2.213,3479.727,Faible
89310,La Postolle,1.521,155.755,Très faible
89311,Pourrain,3.158,1398.403,Moyenne
89312,Précy-le-Sec,0.761,228.635,Très faible
89313,Précy-sur-Vrin,1.213,446.036,Très faible
89314,Prégilbert,1.311,186.714,Très faible
89315,Préhy,2.199,157.386,Faible
89316,Provency,3.419,249.627,Élevée
89318,Quarré-les-Tombes,0.294,706.037,Très faible
89319,Quenne,2.518,486.693,Faible
89320,Quincerot,0.897,67.89,Très faible
89321,Ravières,2.819,812.518,Moyenne
89323,Roffey,3.43,144.759,Élevée
89324,Rogny-les-Sept-Écluses,1.709,782.569,Très faible
89325,Ronchères,4.708,93.983,Très élevée
89326,Rosoy,2.674,1057.006,Moyenne
89327,Rousson,0.914,394.138,Très faible
89328,Rouvray,1.716,363.505,Très faible
89329,Rugny,0.645,76.078,Très faible
89331,Sainpuits,1.88,328.81,Très faible
89332,Saint-Agnan,1.366,951.355,Très faible
89333,Saint-André-en-Terre-Plaine,3.623,165.978,Élevée
89334,Le Val d'Ocre,1.924,570.291,Très faible
89335,Saint-Aubin-sur-Yonne,2.552,442.393,Faible
89336,Saint-Brancher,0.697,303.655,Très faible
89337,Saint-Bris-le-Vineux,1.784,1147.612,Très faible
89338,Saint-Clément,4.021,3060.065,Très élevée
89339,Sainte-Colombe,2.456,193.979,Faible
89341,Saint-Cyr-les-Colons,2.143,428.822,Faible
89342,Saint-Denis-lès-Sens,4.202,678.86,Très élevée
89344,Saint-Fargeau,4.336,1649.756,Très élevée
89345,Saint-Florentin,3.139,4476.565,Moyenne
89346,Saint-Georges-sur-Baulche,2.993,3661.762,Moyenne
89347,Saint-Germain-des-Champs,2.793,372.178,Moyenne
89348,Saint-Julien-du-Sault,1.393,2340.159,Très faible
89349,Saint-Léger-Vauban,0.955,411.83,Très faible
89350,Saint-Loup-d'Ordon,1.441,252.824,Très faible
89351,Sainte-Magnance,3.634,480.222,Élevée
89352,Saint-Martin-des-Champs,2.334,281.478,Faible
89353,Saint-Martin-d'Ordon,1.269,405.927,Très faible
89354,Saint-Martin-du-Tertre,3.773,1562.947,Élevée
89355,Saint-Martin-sur-Armançon,3.598,158.176,Élevée
89359,Saint-Maurice-aux-Riches-Hommes,1.013,496.784,Très faible
89360,Saint-Maurice-le-Vieil,1.637,385.923,Très faible
89361,Saint-Maurice-Thizouaille,1.828,238.189,Très faible
89362,Saint-Moré,2.731,187.846,Moyenne
89363,Sainte-Pallaye,1.311,100.289,Très faible
89364,Saint-Père,3.565,324.929,Élevée
89365,Saint-Privé,2.004,564.672,Faible
89367,Saints-en-Puisaye,3.73,591.778,Élevée
89368,Saint-Sauveur-en-Puisaye,4.163,1096.583,Très élevée
89369,Saint-Sérotin,1.098,556.423,Très faible
89370,Saint-Valérien,1.296,1839.885,Très faible
89371,Sainte-Vertu,2.566,87.951,Faible
89373,Saligny,3.214,696.898,Élevée
89374,Sambourg,3.613,70.719,Élevée
89375,Santigny,1.925,86.325,Très faible
89376,Sarry,2.598,138.426,Faible
89377,Sauvigny-le-Beuréal,2.558,84.432,Faible
89378,Sauvigny-le-Bois,4.364,743.469,Très élevée
89379,Savigny-en-Terre-Plaine,4.182,154.606,Très élevée
89380,Savigny-sur-Clairis,1.471,549.606,Très faible
89382,Seignelay,2.931,1498.31,Moyenne
89383,Sementron,3.196,114.744,Élevée
89384,Senan,2.63,713.996,Moyenne
89385,Sennevoy-le-Bas,3.228,93.339,Élevée
89386,Sennevoy-le-Haut,3.228,120.935,Élevée
89387,Sens,3.861,27387.987,Élevée
89388,Sépeaux-Saint Romain,2.46,534.256,Faible
89390,Serbonnes,1.107,638.914,Très faible
89391,Sergines,1.218,1308.338,Très faible
89392,Sermizelles,4.111,249.452,Très élevée
89393,Serrigny,4.204,110.091,Très élevée
89394,Sery,0.687,74.176,Très faible
89395,Les Sièges,1.245,431.869,Très faible
89397,Sommecaise,2.048,384.959,Faible
89398,Sormery,2.376,389.85,Faible
89399,Soucy,3.119,1590.239,Moyenne
89400,Sougères-en-Puisaye,1.476,346.248,Très faible
89402,Soumaintrain,3.703,226.246,Élevée
89403,Stigny,5.138,101.011,Très élevée
89404,Subligny,3.287,528.814,Élevée
89405,Les Hauts de Forterre,0.687,519.228,Très faible
89406,Talcy,1.989,90.874,Faible
89407,Tanlay,5.007,1068.041,Très élevée
89408,Tannerre-en-Puisaye,3.704,289.308,Élevée
89409,Tharoiseau,4.528,66.329,Très élevée
89410,Tharot,2.948,110.352,Moyenne
89411,Les Vallées de la Vanne,1.279,1020.651,Très faible
89412,Thizy,1.989,236.663,Faible
89413,Thorey,0.645,47.899,Très faible
89414,Thorigny-sur-Oreuse,1.679,1484.184,Très faible
89415,Thory,2.859,201.222,Moyenne
89416,Thury,2.53,495.521,Faible
89417,Tissey,5.744,113.43,Très élevée
89418,Tonnerre,4.782,4545.388,Très élevée
89419,Toucy,1.587,2793.181,Très faible
89420,Treigny-Perreuse-Sainte-Colombe,3.665,1171.535,Élevée
89422,Trichey,0.897,46.81,Très faible
89423,Tronchoy,3.918,151.671,Très élevée
89424,Trucy-sur-Yonne,1.016,137.5,Très faible
89425,Turny,3.381,690.288,Élevée
89426,Val-de-Mercy,1.109,387.807,Très faible
89427,Vallan,2.874,689.207,Moyenne
89428,Vallery,1.346,581.412,Très faible
89430,Varennes,2.119,307.861,Faible
89431,Vassy-sous-Pisy,1.613,71.4,Très faible
89432,Vaudeurs,1.077,452.8,Très faible
89433,Vault-de-Lugny,3.756,301.818,Élevée
89434,Vaumort,1.077,320.771,Très faible
89436,Venizy,2.723,864.823,Moyenne
89437,Venouse,2.353,284.527,Faible
89438,Venoy,2.34,1742.798,Faible
89439,Vergigny,3.41,1516.369,Élevée
89440,Verlin,0.986,419.715,Très faible
89441,Vermenton,1.27,1350.793,Très faible
89442,Vernoy,1.189,230.179,Très faible
89443,Véron,2.522,1831.8,Faible
89445,Vézannes,4.297,54.462,Très élevée
89446,Vézelay,2.602,508.795,Moyenne
89447,Vézinnes,4.651,163.364,Très élevée
89449,Villeblevin,0.95,1787.833,Très faible
89450,Villebougis,1.77,623.931,Très faible
89451,Villechétive,0.914,250.784,Très faible
89452,Villecien,2.552,371.996,Faible
89453,Villefargeau,3.059,1190.565,Moyenne
89456,Villemanoche,0.784,667.603,Très faible
89458,Villenavotte,2.616,174.116,Moyenne
89459,Villeneuve-la-Dondagre,1.436,330.812,Très faible
89460,Villeneuve-la-Guyard,1.841,3368.841,Très faible
89461,Villeneuve-l'Archevêque,1.77,1147.749,Très faible
89462,Villeneuve-les-Genêts,2.263,309.807,Faible
89463,Villeneuve-Saint-Salves,2.689,263.801,Moyenne
89464,Villeneuve-sur-Yonne,0.896,5512.807,Très faible
89465,Villeperrot,1.999,306.684,Faible
89466,Villeroy,2.503,363.017,Faible
89467,Villethierry,1.1,761.148,Très faible
89468,Villevallier,2.086,428.705,Faible
89469,Perceneige,1.209,961.359,Très faible
89470,Villiers-les-Hauts,4.511,137.801,Très élevée
89471,Villiers-Louis,2.38,466.264,Faible
89472,Villiers-Saint-Benoît,1.872,466.497,Très faible
89474,Villiers-Vineux,2.043,274.184,Faible
89475,Villon,0.645,122.31,Très faible
89477,Villy,2.393,112.641,Faible
89478,Vincelles,2.276,942.834,Faible
89479,Vincelottes,1.473,306.473,Très faible
89480,Vinneuf,1.005,1540.958,Très faible
89481,Vireaux,5.062,101.899,Très élevée
89482,Viviers,4.295,104.38,Très élevée
89483,Voisines,2.184,511.208,Faible
89485,Voutenay-sur-Cure,2.436,197.647,Faible
89486,Yrouerre,5.363,162.013,Très élevée
90001,Andelnans,6.068,1188.862,Très élevée
90002,Angeot,3.338,354.143,Élevée
90003,Anjoutey,4.325,591.922,Très élevée
90004,Argiésans,5.112,540.471,Très élevée
90005,Auxelles-Bas,3.038,437.14,Moyenne
90006,Auxelles-Haut,2.949,300.469,Moyenne
90007,Banvillars,4.287,298.327,Très élevée
90008,Bavilliers,4.135,4949.06,Très élevée
90009,Beaucourt,1.976,5132.364,Faible
90010,Belfort,3.214,43969.959,Élevée
90011,Bermont,6.613,356.01,Très élevée
90012,Bessoncourt,4.56,1261.083,Très élevée
90013,Bethonvilliers,3.878,227.499,Élevée
90014,Boron,2.345,472.685,Faible
90015,Botans,4.66,257.017,Très élevée
90016,Bourg-sous-Châtelet,3.902,128.264,Élevée
90017,Bourogne,4.466,1671.734,Très élevée
90018,Brebotte,2.32,367.399,Faible
90019,Bretagne,2.187,295.511,Faible
90020,Buc,2.431,280.933,Faible
90021,Charmois,2.549,358.929,Faible
90022,Châtenois-les-Forges,3.281,2729.837,Élevée
90023,Chaux,3.874,1172.317,Élevée
90024,Chavanatte,1.713,134.842,Très faible
90025,Chavannes-les-Grands,2.215,343.253,Faible
90026,Chèvremont,2.514,1518.514,Faible
90027,Courcelles,1.23,128.934,Très faible
90028,Courtelevant,1.898,391.893,Très faible
90029,Cravanche,3.741,1920.944,Élevée
90030,Croix,1.356,173.479,Très faible
90031,Cunelières,1.878,324.816,Très faible
90032,Danjoutin,4.924,3511.44,Très élevée
90033,Delle,2.087,5722.33,Faible
90034,Denney,3.485,756.204,Élevée
90035,Dorans,5.345,769.955,Très élevée
90036,Eguenigue,3.523,285.883,Élevée
90037,Éloie,4.05,988.775,Très élevée
90039,Essert,3.859,3462.284,Élevée
90041,Étueffont,3.416,1415.369,Élevée
90042,Évette-Salbert,3.821,2170.781,Élevée
90043,Faverois,2.135,579.996,Faible
90044,Felon,4.384,238.657,Très élevée
90045,Fêche-l'Église,2.652,755.617,Moyenne
90046,Florimont,1.732,454.586,Très faible
90047,Fontaine,2.872,575.729,Moyenne
90048,Fontenelle,2.392,138.226,Faible
90049,Foussemagne,1.878,822.424,Très faible
90050,Frais,2.856,236.093,Moyenne
90051,Froidefontaine,2.952,462.357,Moyenne
90052,Giromagny,2.772,3184.081,Moyenne
90053,Grandvillars,2.187,3020.63,Faible
90054,Grosmagny,4.331,556.523,Très élevée
90055,Grosne,2.725,315.516,Moyenne
90056,Joncherey,1.947,1452.659,Faible
90057,Lachapelle-sous-Chaux,3.777,762.629,Élevée
90058,Lachapelle-sous-Rougemont,3.333,527.134,Élevée
90059,Lacollonge,3.146,240.379,Moyenne
90060,Lagrange,5.637,142.383,Très élevée
90061,Lamadeleine-Val-des-Anges,1.337,45.946,Très faible
